permno,date,prc,ret,retx,mcap,in_sp,in_sp_tm5,Adj Close
30681,11/3/2020,50.04999924,0.02729881,0.02729881,10759398.49,1,1,0.01779929
30940,11/3/2020,31.57999992,0.034053668,0.034053668,4110452.79,1,1,0.01779929
32707,11/3/2020,15.75,0.005747136,0.005747136,1692778.5,0,0,0.01779929
32803,11/3/2020,19.04999924,-0.008844958,-0.008844958,3086385.626,1,1,0.01779929
32870,11/3/2020,50,0.010917932,0.010917932,26980400,1,1,0.01779929
32986,11/3/2020,97.62999725,0.022196578,0.022196578,12043148.31,1,1,0.01779929
34032,11/3/2020,55.95999908,0.022287128,0.022287128,14643388.72,1,1,0.01779929
34746,11/3/2020,24.51000023,0.01659061,0.01659061,17461414.36,1,1,0.01779929
34817,11/3/2020,50.04999924,0.0241457,0.0241457,15109844.52,1,1,0.01779929
34833,11/3/2020,9.68999958,0.004145074,0.004145074,9013075.59,1,1,0.01779929
35044,11/3/2020,14.02999973,0.019622056,0.019622056,13468799.74,1,1,0.01779929
35554,11/3/2020,110.0100021,0.037438713,0.037438713,14114613.3,1,1,0.01779929
36003,11/3/2020,59.41999817,0.02184001,0.02184001,19474844.98,1,1,0.01779929
36397,11/3/2020,10.97000027,0.026192769,0.026192769,6088350.148,0,0,0.01779929
36468,11/3/2020,710.0900269,0.001113829,0.001113829,64493926.69,1,1,0.01779929
37584,11/3/2020,20.01000023,0.021439513,0.021439513,9906951.113,1,1,0.01779929
38093,11/3/2020,107.9899979,0.013705052,0.013705052,20676736.9,1,1,0.01779929
38156,11/3/2020,18.97999954,0.011188017,0.011188017,23033330.28,1,1,0.01779929
38682,11/3/2020,1.25,0.041666627,0.041666627,89250,0,0,0.01779929
38703,11/3/2020,22.09000015,0.008675824,0.008675824,91286925.63,1,1,0.01779929
38762,11/3/2020,24.03000069,0.024733471,0.024733471,9204042.953,1,1,0.01779929
38850,11/3/2020,29.06999969,0.052117284,0.052117284,1646495.713,0,0,0.01779929
39490,11/3/2020,8.729999542,-0.017445209,-0.017445209,3295382.767,1,1,0.01779929
39538,11/3/2020,13.97000027,0.002871498,0.002871498,4862118.893,0,0,0.01779929
39642,11/3/2020,237.7200012,0.012479271,0.012479271,68907659.03,1,1,0.01779929
39917,11/3/2020,28.38999939,0.009601655,0.009601655,21190948.51,1,1,0.01779929
40125,11/3/2020,19.53000069,0.030063378,0.030063378,4964428.525,1,1,0.01779929
40272,11/3/2020,107.2300034,0.020557757,0.020557757,11466425.95,1,1,0.01779929
40539,11/3/2020,53.99000168,0.043486662,0.043486662,64737305.4,1,1,0.01779929
41080,11/3/2020,232.0299988,0.01910579,0.01910579,34342064.03,1,1,0.01779929
41355,11/3/2020,226.1999969,0.037519459,0.037519459,29134107.21,1,1,0.01779929
42200,11/3/2020,133.1499939,0.003844953,0.003844953,14888166.57,1,1,0.01779929
42550,11/3/2020,362.25,-0.000827438,-0.000827438,3956132.25,0,0,0.01779929
42585,11/3/2020,116.9800034,0.002743011,0.002743011,13344376.9,1,1,0.01779929
42796,11/3/2020,11.55000019,0.034019705,0.034019705,466504.5077,0,0,0.01779929
42877,11/3/2020,128.7200012,0.051376306,0.051376306,13603001.01,1,1,0.01779929
42906,11/3/2020,11.09000015,0.025901917,0.025901917,11281979.15,1,1,0.01779929
43123,11/3/2020,10.02000046,0.035123982,0.035123982,1270696.378,0,0,0.01779929
43350,11/3/2020,173.6300049,0.029162455,0.029162455,27819520.27,1,1,0.01779929
43449,11/3/2020,216.8000031,0.019947335,0.019947335,161321532.7,1,1,0.01779929
43553,11/3/2020,70.75,0.028791675,0.028791675,27592783,1,1,0.01779929
44206,11/3/2020,91.98000336,0.015343935,0.015343935,31518603.79,1,1,0.01779929
44329,11/3/2020,332.1900024,0.038191084,0.038191084,15469091.84,1,1,0.01779929
44601,11/3/2020,145.2100067,0.024770712,0.024770712,12113128.34,1,1,0.01779929
44644,11/3/2020,166.4799957,0.031091223,0.031091223,71388952.89,1,1,0.01779929
45225,11/3/2020,13.68000031,-0.006535958,-0.006535958,386774.6486,0,0,0.01779929
45356,11/3/2020,44.22000122,0.006372385,0.006372385,32901803.47,1,1,0.01779929
45751,11/3/2020,106.5699997,0.016016783,0.016016783,54051344.72,1,1,0.01779929
45911,11/3/2020,138.8000031,-0.023360485,-0.023360485,22888120.5,1,1,0.01779929
46578,11/3/2020,212.25,-0.012359389,-0.017497564,26750928.75,1,1,0.01779929
46674,11/3/2020,98.15000153,0.04950818,0.04950818,14159511.82,1,1,0.01779929
46703,11/3/2020,11.38000011,0.04021943,0.04021943,8026655.481,1,1,0.01779929
46886,11/3/2020,210.8800049,0.042773128,0.042773128,32572525.55,1,1,0.01779929
46922,11/3/2020,9.920000076,0.039832298,0.039832298,547822.0842,0,0,0.01779929
47466,11/3/2020,40.56999969,0.002470928,0.002470928,6732713.159,0,0,0.01779929
47626,11/3/2020,32.43000031,0.024320925,0.024320925,8800885.913,0,0,0.01779929
47896,11/3/2020,103.4100037,0.031521235,0.031521235,315152740.8,1,1,0.01779929
47941,11/3/2020,12.64000034,0.030995116,0.030995116,2767591.275,0,0,0.01779929
48486,11/3/2020,370.5299988,0.055791382,0.055791382,53359654.59,1,1,0.01779929
48506,11/3/2020,269.1799927,0.012221262,0.012221262,50525084.63,1,1,0.01779929
48653,11/3/2020,423.4299927,0.036345407,0.036345407,56016824.02,1,1,0.01779929
48725,11/3/2020,185.3800049,0.034255743,0.034255743,124921838.5,1,1,0.01779929
49015,11/3/2020,37.38999939,0.028045105,0.028045105,7225542.602,1,1,0.01779929
49154,11/3/2020,156.7299957,0.015156399,0.015156399,78461857,1,1,0.01779929
49373,11/3/2020,17.57999992,0.030480685,0.030480685,3391146.825,0,0,0.01779929
49429,11/3/2020,47.22000122,0.068809435,0.068809435,867289.7624,0,0,0.01779929
49656,11/3/2020,35.99000168,0.025356218,0.025356218,31892036.13,1,1,0.01779929
49680,11/3/2020,234.7599945,0.009981036,0.009981036,166768100.6,1,1,0.01779929
49744,11/3/2020,43.09000015,0.022058832,0.022058832,2881557.58,0,0,0.01779929
50017,11/3/2020,6.360000134,-0.034901369,-0.034901369,1630277.914,0,0,0.01779929
50876,11/3/2020,130.9799957,-0.004938154,-0.004938154,125293106.3,1,1,0.01779929
51263,11/3/2020,8.319999695,0.058524117,0.058524117,287214.7095,0,0,0.01779929
51369,11/3/2020,89.83000183,0.00144933,0.00144933,14916810.78,1,1,0.01779929
51625,11/3/2020,48.95000076,0.032700405,0.032700405,8455818.932,0,0,0.01779929
52038,11/3/2020,60.25,0.055351198,0.055351198,30672853.25,1,1,0.01779929
52090,11/3/2020,187.6799927,0.013555082,0.013555082,23337631.73,1,1,0.01779929
52230,11/3/2020,52.59000015,0.018988559,0.018988559,6028654.667,1,1,0.01779929
52329,11/3/2020,101.9400024,0.028450359,0.028450359,13273403.84,1,1,0.01779929
52337,11/3/2020,28.04000092,0.04861635,0.04861635,2955107.656,0,0,0.01779929
52476,11/3/2020,150,0.057455014,0.057455014,18246450,1,1,0.01779929
52695,11/3/2020,371.2200012,0.021997055,0.021997055,19922635.03,1,1,0.01779929
52708,11/3/2020,74.37000275,0.025651641,0.025651641,20460377.68,1,1,0.01779929
52978,11/3/2020,84.70999908,0.028033951,0.028033951,11607895.88,1,1,0.01779929
53065,11/3/2020,19.35000038,0.022727288,0.022727288,7547177.399,1,1,0.01779929
53225,11/3/2020,395.6000061,0.005438964,0.005438964,1619586.425,0,0,0.01779929
53613,11/3/2020,51.08000183,0.027559903,0.027559903,56863381.8,1,1,0.01779929
54148,11/3/2020,43.15000153,0.023724791,0.023724791,11568256.51,1,1,0.01779929
55212,11/3/2020,43.25999832,-0.012103279,-0.012103279,1933289.325,0,0,0.01779929
55976,11/3/2020,142.7799988,0.016951602,0.016951602,404603249.9,1,1,0.01779929
56223,11/3/2020,31.96999931,0.070304602,0.070304602,3590454.713,0,0,0.01779929
56274,11/3/2020,36.25,0.018258471,0.018258471,17708777.5,1,1,0.01779929
56573,11/3/2020,208.1999969,0.030285012,0.030285012,65899463.03,1,1,0.01779929
57568,11/3/2020,93.75,0.039357021,0.039357021,30615656.25,1,1,0.01779929
57665,11/3/2020,124.5899963,0.017975301,0.017975301,156336648.7,1,1,0.01779929
57809,11/3/2020,200.3099976,0.016802019,0.016802019,11634204.97,0,0,0.01779929
57817,11/3/2020,13.35999966,0.096880078,0.096880078,2099523.946,0,0,0.01779929
57904,11/3/2020,36.24000168,0.020270305,0.020270305,25456607.98,1,1,0.01779929
58246,11/3/2020,82.54000092,0.044149242,0.044149242,17178307.53,1,1,0.01779929
58318,11/3/2020,27.60000038,0.058282226,0.058282226,1912680.026,0,0,0.01779929
58413,11/3/2020,75.54000092,0.057242885,0.057242885,5713770.129,1,1,0.01779929
58683,11/3/2020,38.84999847,0.01171867,0.01171867,22932105.15,1,1,0.01779929
58819,11/3/2020,56.43999863,-0.004409949,-0.004409949,14096510.5,1,1,0.01779929
59010,11/3/2020,20.95000076,0.005760962,0.005760962,7826773.635,1,1,0.01779929
59176,11/3/2020,96.29000092,0.030942177,0.030942177,77532901.32,1,1,0.01779929
59248,11/3/2020,38.68000031,0.030093238,0.030093238,8176990.745,1,1,0.01779929
59300,11/3/2020,34.56999969,0.054284804,0.054284804,10200466.1,1,1,0.01779929
59328,11/3/2020,44.84999847,0.008771916,0.008771916,183795293.7,1,1,0.01779929
59408,11/3/2020,24.69000053,0.025332252,0.025332252,213916584.2,1,1,0.01779929
59459,11/3/2020,126.3399963,0.019528713,0.019528713,32003058.13,1,1,0.01779929
59483,11/3/2020,3.894999981,-0.072619013,-0.072619013,207529.494,0,0,0.01779929
60097,11/3/2020,103.1299973,0.006833905,0.006833905,138648896.5,1,1,0.01779929
60206,11/3/2020,163.9199982,0.000671513,0.000671513,8886922.701,1,1,0.01779929
60442,11/3/2020,119.3899994,0.043162975,0.043162975,50621359.74,1,1,0.01779929
60506,11/3/2020,91.77999878,0.033209465,0.033209465,31796262.78,1,1,0.01779929
60599,11/3/2020,9.109999657,0.025900848,0.025900848,9998570.803,1,1,0.01779929
60628,11/3/2020,274.480011,0.028091991,0.028091991,72076255.04,1,1,0.01779929
60871,11/3/2020,119.75,0.01071908,0.01071908,44245828.75,1,1,0.01779929
60943,11/3/2020,41.47999954,-0.046875022,-0.046875022,5491661.579,1,1,0.01779929
60986,11/3/2020,19.5,0.031200431,0.031200431,8273850,1,1,0.01779929
61241,11/3/2020,76.58000183,0.025167402,0.025167402,92103687.16,1,1,0.01779929
61399,11/3/2020,164.6499939,0.027585335,0.027585335,124431927.8,1,1,0.01779929
61516,11/3/2020,601.5700073,0.017850475,0.017850475,14790200.2,1,1,0.01779929
61621,11/3/2020,86.54000092,0.038895532,0.038895532,31111130.33,1,1,0.01779929
61735,11/3/2020,179.9600067,-0.003764353,-0.003764353,41687735.56,1,1,0.01779929
61743,11/3/2020,22.71999931,0.024808265,0.024808265,951013.7313,0,0,0.01779929
62092,11/3/2020,491.5,0.022786416,0.022786416,194798652.5,1,1,0.01779929
62148,11/3/2020,84.22000122,0.03008805,0.03008805,64409351.43,1,1,0.01779929
62308,11/3/2020,85.15000153,0.022822842,0.022822842,9069582.113,1,1,0.01779929
62498,11/3/2020,277.0299988,0.020744307,0.020744307,20479996.72,1,1,0.01779929
63467,11/3/2020,44.31999969,-0.001966299,-0.00404495,12589494.79,0,0,0.01779929
63765,11/3/2020,2.619999886,-0.050724674,-0.050724674,1586567.131,0,0,0.01779929
64020,11/3/2020,2.720000029,0.030303,0.030303,83645.44088,0,0,0.01779929
64186,11/3/2020,183.8800049,0.051704466,0.051704466,67520921.67,1,1,0.01779929
64282,11/3/2020,33.72999954,0.021502092,0.021502092,9373195.843,1,1,0.01779929
64311,11/3/2020,223.5,0.039244875,0.039244875,56765647.5,1,1,0.01779929
64390,11/3/2020,94.47000122,0.000741522,0.000741522,55321632.71,1,1,0.01779929
64653,11/3/2020,235.4799957,0.011468572,0.011468572,41162609.69,1,1,0.01779929
64936,11/3/2020,82.91000366,0.015307372,0.015307372,69655678.84,1,1,0.01779929
64995,11/3/2020,13.77000046,0.025316466,0.025316466,13442343.3,1,1,0.01779929
65402,11/3/2020,53.29999924,0.008514679,0.008514679,7215487.397,1,1,0.01779929
65541,11/3/2020,323.9599915,0.010732568,0.010732568,17280025.94,1,1,0.01779929
65875,11/3/2020,57.75,0.000866538,0.000866538,238974928.5,1,1,0.01779929
65947,11/3/2020,59.00999832,0.040006988,0.040006988,24625167.35,1,1,0.01779929
66093,11/3/2020,27.45999908,0.004389134,0.004389134,195652493.5,1,1,0.01779929
66157,11/3/2020,40.81999969,0.027176596,0.027176596,61489737.2,1,1,0.01779929
66181,11/3/2020,277.3699951,0.024488458,0.024488458,298576595.5,1,1,0.01779929
66325,11/3/2020,9.600000381,0.008403352,0.008403352,3602284.943,0,0,0.01779929
66384,11/3/2020,37.47999954,0.01215233,0.01215233,11403102.46,1,1,0.01779929
66800,11/3/2020,32.88999939,0.013559279,0.013559279,28332563.73,1,1,0.01779929
67467,11/3/2020,48.47999954,0.026031736,0.026031736,1903179.342,0,0,0.01779929
67598,11/3/2020,28.53000069,0.009911529,0.009911529,15358241.44,1,1,0.01779929
69032,11/3/2020,51.18000031,0.036451988,0.036451988,92503193.17,1,1,0.01779929
69550,11/3/2020,15.14000034,0,0,7826653.457,1,1,0.01779929
69649,11/3/2020,79.98000336,0.019372983,0.019372983,10925268.46,1,1,0.01779929
69796,11/3/2020,184.8399963,0.047905192,0.047905192,31331303.58,1,1,0.01779929
70033,11/3/2020,33.33000183,0.008777267,0.008777267,5107522.811,0,0,0.01779929
70092,11/3/2020,33.95000076,0.019213431,0.019213431,3073968.869,0,0,0.01779929
70519,11/3/2020,43.52999878,0.031272203,0.031272203,90629457.46,1,1,0.01779929
70578,11/3/2020,192.6100006,0.019909952,0.019909952,54979561.62,1,1,0.01779929
71175,11/3/2020,19.45999908,0.051323548,0.051323548,3963262.334,1,1,0.01779929
71298,11/3/2020,27.78000069,0.022827718,0.022827718,49393813.52,0,0,0.01779929
71563,11/3/2020,44.75999832,0.029438796,0.029438796,60341759.42,1,1,0.01779929
72726,11/3/2020,62.38000107,0.0452413,0.0452413,22007539.62,1,1,0.01779929
73139,11/3/2020,208.2599945,0.02702434,0.02702434,78223703.5,1,1,0.01779929
75034,11/3/2020,15.88000011,0.010821138,0.010821138,10890774.04,1,1,0.01779929
75100,11/3/2020,131,0.000611074,0.000611074,15899339,1,1,0.01779929
75107,11/3/2020,260.7999878,0.023346994,0.023346994,11785551.45,1,1,0.01779929
75154,11/3/2020,13.71000004,0.011808107,0.011808107,9878987.307,1,1,0.01779929
75175,11/3/2020,6.170000076,0.07491295,0.07491295,356329.8444,0,0,0.01779929
75186,11/3/2020,42.56000137,0.031507589,0.031507589,76507645.99,1,1,0.01779929
75241,11/3/2020,82.19999695,-0.00724645,-0.00724645,13517789.5,1,1,0.01779929
75341,11/3/2020,40.27000046,0.031506136,0.031506136,14978466.94,1,1,0.01779929
75510,11/3/2020,454.019989,0.020407215,0.020407215,217802015.1,1,1,0.01779929
75573,11/3/2020,21.29999924,0.05550044,0.05550044,1121977.46,0,0,0.01779929
75591,11/3/2020,180.4199982,0.009286215,0.009286215,13658876.38,1,1,0.01779929
75607,11/3/2020,21.56999969,0.030085919,0.030085919,12766635.72,1,1,0.01779929
75694,11/3/2020,266.3399963,0.024384601,0.024384601,10283120.92,0,0,0.01779929
75819,11/3/2020,42.97999954,0.049060244,0.049060244,16035322.07,1,1,0.01779929
75825,11/3/2020,35.02000046,-0.003698465,-0.003698465,20390185.15,1,1,0.01779929
75828,11/3/2020,120.7399979,0.007762293,0.007762293,35014599.38,1,1,0.01779929
75912,11/3/2020,92.16000366,0.060773555,0.060773555,10702080.43,0,0,0.01779929
76076,11/3/2020,36.68000031,0.021726985,0.021726985,154862961.3,1,1,0.01779929
76082,11/3/2020,16.79999924,-0.035591323,-0.035591323,6696143.696,1,1,0.01779929
76095,11/3/2020,71.91999817,0.019274386,0.019274386,18519255.69,1,1,0.01779929
76185,11/3/2020,395.2600098,0.020183789,0.020183789,15905658.05,1,1,0.01779929
76201,11/3/2020,120.8199997,0.019750137,0.019750137,29615639.97,1,1,0.01779929
76226,11/3/2020,30.12999916,0.017905364,0.017905364,17022846.93,1,1,0.01779929
76230,11/3/2020,52.68000031,0.038234107,0.038234107,13180536.08,0,0,0.01779929
76282,11/3/2020,59.08000183,0.022322217,0.022322217,5191064.361,0,0,0.01779929
76605,11/3/2020,1164.650024,0.020593261,0.020593261,26991928.97,1,1,0.01779929
76614,11/3/2020,557.1900024,0.015695039,0.015695039,58425272.09,1,1,0.01779929
76644,11/3/2020,9.960000038,0.011167478,0.011167478,2194944.968,0,0,0.01779929
76708,11/3/2020,24.22999954,0.031502757,0.031502757,1262116.446,0,0,0.01779929
76709,11/3/2020,444.1000061,0.030274954,0.030274954,37881730.52,1,1,0.01779929
76712,11/3/2020,20.27000046,0.013500023,0.013500023,13482205.67,1,1,0.01779929
76744,11/3/2020,211.1399994,0.017934632,0.017934632,54904423.16,1,1,0.01779929
76795,11/3/2020,319.2200012,0.089227803,0.089227803,17019533.59,1,1,0.01779929
76804,11/3/2020,10.67000008,0.039960999,0.039960999,3612573.936,0,0,0.01779929
76841,11/3/2020,247.0099945,-0.00795217,-0.00795217,38010391.97,1,1,0.01779929
77037,11/3/2020,198.1399994,0.022658061,0.022658061,23247964.27,1,1,0.01779929
77129,11/3/2020,11.02000046,0.054545518,0.054545518,4766194.278,1,1,0.01779929
77157,11/3/2020,10.35000038,0.058282275,0.058282275,1626668.16,0,0,0.01779929
77178,11/3/2020,125.4499969,0.011938337,0.011938337,141883946.5,1,1,0.01779929
77182,11/3/2020,45.36000061,-0.005481254,-0.005481254,6190732.883,1,1,0.01779929
77274,11/3/2020,58.83000183,0.005125629,0.005125629,73745054.54,1,1,0.01779929
77338,11/3/2020,383.3500061,0.006326465,0.006326465,40140962.49,1,1,0.01779929
77357,11/3/2020,221.7400055,0.027620757,0.027620757,33841516.16,1,1,0.01779929
77462,11/3/2020,6.590000153,0.083881617,0.083881617,2044521.187,0,0,0.01779929
77496,11/3/2020,116.9899979,0.020054018,0.020054018,8329102.898,1,1,0.01779929
77605,11/3/2020,35.15000153,0.017366203,0.017366203,50288228.43,1,1,0.01779929
77606,11/3/2020,21.78000069,0.05779507,0.05779507,3436339.608,0,0,0.01779929
77649,11/3/2020,176.3800049,-0.02858403,-0.02858403,15001648.56,1,1,0.01779929
77659,11/3/2020,20.67000008,0.023267291,0.023267291,2632324.51,0,0,0.01779929
77661,11/3/2020,69.45999908,0.004047395,0.004047395,25262810.05,1,1,0.01779929
77702,11/3/2020,88.38999939,0.028149333,0.028149333,103707986.3,1,1,0.01779929
77730,11/3/2020,56.49000168,-0.019781353,-0.019781353,16622239.48,1,1,0.01779929
78034,11/3/2020,25.62000084,0.040194955,0.040194955,2472201.981,0,0,0.01779929
78840,11/3/2020,126.1200027,0.021876557,0.021876557,10032846.22,0,0,0.01779929
78927,11/3/2020,7.349999905,0.063675843,0.063675843,1419953.832,0,0,0.01779929
78975,11/3/2020,324.730011,0.026262553,0.026262553,85309171.73,1,1,0.01779929
78987,11/3/2020,108.9700012,0.036723439,0.036723439,28373173.04,1,1,0.01779929
79057,11/3/2020,135.2799988,0.004902716,0.004902716,61060791.93,1,1,0.01779929
79089,11/3/2020,6.289999962,0.097731225,0.097731225,322670.708,0,0,0.01779929
79094,11/3/2020,34.61999893,0.023654619,0.023654619,5177420.84,0,0,0.01779929
79103,11/3/2020,449.0499878,0.017192943,0.017192943,32532773.52,1,1,0.01779929
79108,11/3/2020,25.45999908,0.023311894,0.023311894,1654874.48,0,0,0.01779929
79129,11/3/2020,14.92000008,0.004713784,0.004713784,622805.5632,0,0,0.01779929
79145,11/3/2020,57.56999969,0.009645725,0.009645725,12843176.09,1,1,0.01779929
79237,11/3/2020,0.870299995,0.208917871,0.208917871,534897.6908,0,0,0.01779929
79265,11/3/2020,36.34000015,0.02452774,0.02452774,4765809.32,1,1,0.01779929
79323,11/3/2020,92.91999817,0.022222186,0.022222186,29020402.15,1,1,0.01779929
79452,11/3/2020,98.37999725,0.040947996,0.040947996,9581818.212,0,0,0.01779929
79545,11/3/2020,36.34000015,0.020786565,0.020786565,8885820.497,1,1,0.01779929
79547,11/3/2020,52.52999878,0.065301098,0.065301098,19554449.64,1,1,0.01779929
79637,11/3/2020,118.2099991,0.038022496,0.038022496,9184916.929,1,1,0.01779929
79678,11/3/2020,76.26000214,-0.001832453,-0.001832453,58938076.47,1,1,0.01779929
79698,11/3/2020,140.8000031,0.126219854,0.126219854,12564006.67,1,1,0.01779929
79782,11/3/2020,37.43000031,0.033977889,0.033977889,6333418.062,1,1,0.01779929
79785,11/3/2020,4118.97998,0.02226457,0.02226457,15248463.89,1,1,0.01779929
79879,11/3/2020,12.52999973,0.026208,0.026208,2869294.759,0,0,0.01779929
79881,11/3/2020,24.43000031,0.052563604,0.052563604,2388912.01,0,0,0.01779929
79906,11/3/2020,84.94999695,0.006039727,0.006039727,18603709.53,1,1,0.01779929
80080,11/3/2020,84.62999725,0.015722487,0.015722487,11454670.13,1,1,0.01779929
80100,11/3/2020,64.98999786,0.004326979,0.004326979,19879595.48,1,1,0.01779929
80183,11/3/2020,123.3199997,0.029038748,0.029038748,14104108.37,1,1,0.01779929
80191,11/3/2020,97.62000275,0.00805459,0.00805459,10382668.25,1,1,0.01779929
80204,11/3/2020,276.1600037,0.019078245,0.019078245,17197588.07,1,1,0.01779929
80286,11/3/2020,135.9900055,0.01941538,0.01941538,15842427.67,1,1,0.01779929
80320,11/3/2020,116.3799973,0.026278622,0.026278622,27479412.19,1,1,0.01779929
80381,11/3/2020,151.1499939,0.039975215,0.039975215,21273454.74,1,1,0.01779929
80399,11/3/2020,7.449999809,0.041958001,0.041958001,1113506.771,0,0,0.01779929
80539,11/3/2020,15.77000046,-0.021712182,-0.021712182,2829122.312,0,0,0.01779929
80563,11/3/2020,56.06000137,0.057137519,0.057137519,8707463.653,0,0,0.01779929
80681,11/3/2020,224.0299988,0.032396309,0.032396309,14607876.07,1,1,0.01779929
80711,11/3/2020,26.95999908,0.094645098,0.069115832,5112047.186,1,1,0.01779929
81045,11/3/2020,59.25,-0.006539225,-0.006539225,20443560.75,1,1,0.01779929
81055,11/3/2020,77.56999969,0.024973564,0.024973564,35480517.86,1,1,0.01779929
81061,11/3/2020,160.0099945,0.052489612,0.052489612,25952021.01,1,1,0.01779929
81481,11/3/2020,93.65000153,0.02776557,0.02776557,22026480.36,1,1,0.01779929
81540,11/3/2020,102.1500015,0.032443896,0.032443896,20853105.61,1,1,0.01779929
81593,11/3/2020,22.09000015,0.014233217,0.014233217,2006964.874,0,0,0.01779929
81655,11/3/2020,93.09999847,0.013719536,0.013719536,12121619.8,1,1,0.01779929
81677,11/3/2020,65.62000275,0.063878119,0.063878119,12489192.64,1,1,0.01779929
81696,11/3/2020,26.29000092,0.01820299,0.01820299,7559190.253,1,1,0.01779929
81736,11/3/2020,202.4600067,0.02876018,0.02876018,29339491.87,1,1,0.01779929
81774,11/3/2020,18.77000046,0.029057056,0.029057056,27258151.29,1,1,0.01779929
82276,11/3/2020,31.90999985,0.017376058,0.017376058,12956321.51,0,0,0.01779929
82303,11/3/2020,215.6399994,0.041739129,0.041739129,8619562.056,1,1,0.01779929
82307,11/3/2020,92.94999695,0.043561213,0.043561213,10410399.66,1,1,0.01779929
82515,11/3/2020,364.1799927,0.01928401,0.01928401,14625104.33,1,1,0.01779929
82581,11/3/2020,60.40999985,-0.029090347,-0.029090347,8625098.138,1,1,0.01779929
82598,11/3/2020,46.29000092,0.030040106,0.030040106,10276380.2,1,1,0.01779929
82642,11/3/2020,224.7899933,0.004199183,0.004199183,50833784.29,1,1,0.01779929
82651,11/3/2020,217.1300049,-0.022905212,-0.022905212,13472482.54,1,1,0.01779929
82686,11/3/2020,115.9700012,0.013458017,0.013458017,14278690.43,1,1,0.01779929
82775,11/3/2020,39.52000046,0.004575504,0.004575504,14161201.76,1,1,0.01779929
83111,11/3/2020,117.0199966,0.019071626,0.019071626,25609241.17,1,1,0.01779929
83143,11/3/2020,27.29999924,0.029411718,0.029411718,7866440.18,1,1,0.01779929
83443,11/3/2020,206.6300049,0.011355329,0.011355329,289562197.1,1,1,0.01779929
83462,11/3/2020,29.86000061,-0.029258765,-0.029258765,1468365.53,0,0,0.01779929
83597,11/3/2020,319.480011,0.026672725,0.026672725,12137684.58,0,0,0.01779929
83601,11/3/2020,51.49000168,0.023047879,0.023047879,2799820.331,0,0,0.01779929
83621,11/3/2020,315.9100037,0.015037087,0.015037087,27131614.75,1,1,0.01779929
83906,11/3/2020,66.81999969,0.04341035,0.04341035,6117504.612,0,0,0.01779929
83976,11/3/2020,15.13000011,0.048510034,0.048510034,943703.4971,0,0,0.01779929
84032,11/3/2020,9.069999695,-0.004390775,-0.004390775,3521554.362,1,1,0.01779929
84129,11/3/2020,34.45999908,0.037483033,0.037483033,5651853.37,1,1,0.01779929
84176,11/3/2020,9.949999809,0.074513994,0.074513994,686828.5868,0,0,0.01779929
84262,11/3/2020,32.31999969,0.013483861,0.013483861,6799029.056,0,0,0.01779929
84372,11/3/2020,20.70000076,0.044926871,0.044926871,2668230.098,0,0,0.01779929
84373,11/3/2020,126.5,0.01329705,0.01329705,17047899,1,1,0.01779929
84375,11/3/2020,8.539999962,0.157181546,0.157181546,520547.1577,0,0,0.01779929
84381,11/3/2020,253.3699951,0.032519646,0.032519646,29382558.22,1,1,0.01779929
84519,11/3/2020,39.65000153,0.012771391,0.012771391,6118788.235,0,0,0.01779929
84761,11/3/2020,158.8800049,0.031487413,0.031487413,18274695.92,1,1,0.01779929
84767,11/3/2020,155.75,0.005357616,0.005357616,21017528,1,1,0.01779929
84769,11/3/2020,116.5,0.012427221,0.012427221,34851557.5,1,1,0.01779929
84788,11/3/2020,3048.409912,0.014621476,0.014621476,1529542722,1,1,0.01779929
85035,11/3/2020,128.4600067,0.004064438,0.004064438,14651377.61,1,1,0.01779929
85058,11/3/2020,77.90000153,0.02432608,0.02432608,12124044.64,1,1,0.01779929
85072,11/3/2020,69.12000275,0.025063064,0.025063064,3329026.692,1,1,0.01779929
85257,11/3/2020,105.2900009,0.029529719,0.029529719,24223544.06,1,1,0.01779929
85265,11/3/2020,47.83000183,0.055849947,0.055849947,3543963.986,1,1,0.01779929
85269,11/3/2020,39.47999954,-0.010526365,-0.010526365,16099509.53,1,1,0.01779929
85348,11/3/2020,96.76999664,0.01595797,0.01595797,29166476.99,1,1,0.01779929
85459,11/3/2020,89.22000122,0.021525132,0.021525132,12129102.29,1,1,0.01779929
85592,11/3/2020,104.3899994,0.024737377,0.024737377,77167488.52,1,1,0.01779929
85593,11/3/2020,78.70999908,0.02875437,0.02875437,3664186.587,0,0,0.01779929
85621,11/3/2020,1065.5,0.021327581,0.021327581,25541100.5,1,1,0.01779929
85631,11/3/2020,248.3099976,0.03144468,0.03144468,54553706.46,1,1,0.01779929
85663,11/3/2020,201.4499969,0.045570139,0.045570139,14531998.43,1,1,0.01779929
85753,11/3/2020,191.5099945,0.01220929,0.01220929,21853205.47,1,1,0.01779929
85792,11/3/2020,67.31999969,0.013092592,0.013092592,9346910.718,1,1,0.01779929
85908,11/3/2020,44.18999863,-0.001581557,-0.001581557,2924891.819,0,0,0.01779929
85913,11/3/2020,96.08999634,0.034337942,0.034337942,31165060.69,1,1,0.01779929
85914,11/3/2020,118.8199997,0.026788788,0.026788788,30754418.16,1,1,0.01779929
85926,11/3/2020,41.52999878,0.025685282,0.025685282,6443503.901,1,1,0.01779929
